小说名,想,走,说道,笑,太,听,吃,时间,住,东西,钱,事情,脸,找,想到,坐,站,心中,名,回,发现,感觉,跑,第一,身体,身上,声音,眼睛,岁,地方,条,世界,听到,气,问道,件,脸上,自然,喝,穿,回来,杀,明白,儿子,干,终于,皇帝,买,兄弟,只能,一阵,孩子,众人,公子,之中,父亲,来到,说话,掉,手中,块,大人,面前,地上,将军,系统,不错,少年,眼前,目光,肯定,刀,字,刚刚,离开,副,卖,小子,送,少爷,曹操,实在,女人,算是,情况,好像,母亲,拉,大哥,水,穿越,写,家伙,身边,落,停,士兵,李,力量,不好,书,回去,办法,历史,王,时代,修炼,米,哥哥,丝,很快,娘,飞,名字,微微,身后,只见,小姐,喜欢,跳,夫人,远,机会,拍,喊,剑,酒,抓,女子,女孩,衣服,便是,旁边,连忙,发生,女,游戏,脑袋,工作,男子,生活,告诉,少女,姑娘,摇,男人,原本,股,仿佛,传来,学,银子,张搴,天下,老师,本来,床,老爷,公司,抱,速度,乱,跟着,同学,弄,魔法,能力,部落,吕布,抬,刘备,弟子,见到,陛下,露出,开口,回到,找到,外面,慢慢,学生,贾环,白七,实力,发,希望,脸色,家里,朋友,楼,手里,胖子,赶紧,玩,皇上,中国,此刻,身份,份,今日,class
我的岳父大人叫吕布,0.000496,0.00047,7.80E-05,0.000131,0.000209,0.000157,0.000313,0.000131,0.000261,5.20E-05,0.000705,0.000183,0.000183,0.000157,7.80E-05,0.000157,0.000157,0.000131,5.20E-05,7.80E-05,7.80E-05,0.000131,0.000392,7.80E-05,7.80E-05,0.000131,0.000104,0.000183,5.20E-05,2.60E-05,5.20E-05,0.000104,7.80E-05,2.60E-05,5.20E-05,5.20E-05,0.000157,2.60E-05,0.70983,0.000183,5.20E-05,0.000131,2.60E-05,2.60E-05,0.000235,5.20E-05,0.70983,0.000209,0.70983,7.80E-05,0.000131,0.70983,5.20E-05,0.70983,0.000131,2.60E-05,5.20E-05,7.80E-05,0.000131,0.000104,0.000627,0.001097,2.60E-05,7.80E-05,0.000496,0.70983,5.20E-05,2.60E-05,0.000183,2.60E-05,5.20E-05,5.20E-05,2.60E-05,5.20E-05,7.80E-05,0.70983,7.80E-05,5.20E-05,5.20E-05,5.20E-05,7.80E-05,2.60E-05,7.80E-05,2.60E-05,0.000157,0.000601,2.60E-05,0.000131,2.60E-05,7.80E-05,0.000183,5.20E-05,7.80E-05,2.60E-05,5.20E-05,0.000183,0.000104,0.70983,2.60E-05,0.000104,0.70983,7.80E-05,2.60E-05,0.70983,0.70983,0.000131,0.70983,0.000157,2.60E-05,5.20E-05,2.60E-05,2.60E-05,5.20E-05,2.60E-05,7.80E-05,7.80E-05,5.20E-05,5.20E-05,2.60E-05,5.20E-05,0.001306,2.60E-05,7.80E-05,7.80E-05,0.000209,7.80E-05,0.70983,7.80E-05,2.60E-05,0.000104,0.70983,0.006687,2.60E-05,2.60E-05,7.80E-05,0.000104,2.60E-05,2.60E-05,0.000104,5.20E-05,5.20E-05,0.000131,5.20E-05,2.60E-05,0.000209,2.60E-05,5.20E-05,0.000131,0.70983,5.20E-05,0.70983,0.70983,0.000366,0.000209,2.60E-05,7.80E-05,0.000104,2.60E-05,0.70983,7.80E-05,0.000104,2.60E-05,0.000235,2.60E-05,7.80E-05,0.70983,2.60E-05,5.20E-05,0.70983,0.70983,2.60E-05,0.70983,0.000157,0.000836,0.000679,2.60E-05,5.20E-05,0.000104,2.60E-05,5.20E-05,7.80E-05,0.70983,2.60E-05,2.60E-05,0.000183,2.60E-05,2.60E-05,2.60E-05,2.60E-05,0.70983,2.60E-05,2.60E-05,2.60E-05,0.000104,0.00175,5.20E-05,0.70983,2.60E-05,2.60E-05,7.80E-05,succ
我家后院是唐朝,0.000925,0.00049,8.20E-05,0.000136,0.000463,0.000109,0.000136,8.20E-05,0.000136,0.000272,0.000408,0.000218,8.20E-05,0.000245,0.000163,0.000354,0.000245,0.000109,2.70E-05,0.000245,5.40E-05,0.000136,0.000163,0.000245,0.000136,8.20E-05,0.000109,0.000136,0.000163,2.70E-05,0.000136,0.000245,8.20E-05,8.20E-05,5.40E-05,0.000299,8.20E-05,2.70E-05,0.703749,0.000272,0.000136,5.40E-05,0.000109,2.70E-05,2.70E-05,8.20E-05,8.20E-05,2.70E-05,2.70E-05,0.000163,8.20E-05,8.20E-05,2.70E-05,8.20E-05,0.00019,2.70E-05,8.20E-05,0.000109,0.000218,8.20E-05,0.000136,5.40E-05,5.40E-05,5.40E-05,5.40E-05,0.703749,5.40E-05,5.40E-05,0.000136,0.000109,5.40E-05,2.70E-05,0.00019,2.70E-05,2.70E-05,0.000136,5.40E-05,8.20E-05,5.40E-05,2.70E-05,5.40E-05,2.70E-05,5.40E-05,5.40E-05,0.000136,5.40E-05,2.70E-05,5.40E-05,2.70E-05,0.000109,0.000163,0.000163,2.70E-05,8.20E-05,5.40E-05,0.000163,0.703749,8.20E-05,0.703749,5.40E-05,0.703749,0.000136,5.40E-05,2.70E-05,0.703749,2.70E-05,0.703749,0.00019,5.40E-05,0.000163,5.40E-05,2.70E-05,0.703749,2.70E-05,8.20E-05,2.70E-05,2.70E-05,0.000218,8.20E-05,0.000163,0.001551,0.703749,5.40E-05,0.000136,2.70E-05,0.703749,2.70E-05,2.70E-05,5.40E-05,5.40E-05,2.70E-05,2.70E-05,8.20E-05,5.40E-05,8.20E-05,5.40E-05,2.70E-05,5.40E-05,0.000109,8.20E-05,5.40E-05,2.70E-05,2.70E-05,2.70E-05,0.703749,0.000136,2.70E-05,0.703749,5.40E-05,0.000109,2.70E-05,5.40E-05,8.20E-05,0.000109,2.70E-05,5.40E-05,0.000163,2.70E-05,0.703749,2.70E-05,5.40E-05,8.20E-05,0.000463,2.70E-05,5.40E-05,0.703749,2.70E-05,5.40E-05,0.703749,5.40E-05,5.40E-05,2.70E-05,0.000163,0.00049,2.70E-05,8.20E-05,0.000245,8.20E-05,5.40E-05,0.703749,2.70E-05,2.70E-05,5.40E-05,0.703749,8.20E-05,5.40E-05,5.40E-05,2.70E-05,2.70E-05,8.20E-05,0.000109,8.20E-05,5.40E-05,2.70E-05,0.001578,2.70E-05,2.70E-05,0.000136,0.000218,5.40E-05,succ
我是阿斗，我不用人扶,0.000529,0.000454,1.90E-05,0.000454,0.000189,0.000359,0.000284,7.60E-05,9.50E-05,0.000321,3.80E-05,1.90E-05,0.000303,0.000189,9.50E-05,0.000189,0.000227,0.000113,0.708935,0.000227,7.60E-05,3.80E-05,0.000265,0.000208,5.70E-05,5.70E-05,1.90E-05,0.000113,0.000151,0.000113,9.50E-05,1.90E-05,5.70E-05,0.000132,9.50E-05,0.000151,0.000113,1.90E-05,0.000246,3.80E-05,3.80E-05,1.90E-05,1.90E-05,5.70E-05,5.70E-05,0.00017,3.80E-05,3.80E-05,3.80E-05,3.80E-05,1.90E-05,5.70E-05,7.60E-05,5.70E-05,3.80E-05,0.000813,0.000113,9.50E-05,0.000113,1.90E-05,3.80E-05,0.000662,3.80E-05,0.000151,3.80E-05,1.90E-05,1.90E-05,9.50E-05,5.70E-05,0.000132,1.90E-05,0.708935,0.000132,0.00017,3.80E-05,0.000132,7.60E-05,5.70E-05,7.60E-05,9.50E-05,1.90E-05,0.000113,1.90E-05,7.60E-05,1.90E-05,0.000113,5.70E-05,0.000246,3.80E-05,3.80E-05,1.90E-05,3.80E-05,1.90E-05,5.70E-05,0.00017,3.80E-05,1.90E-05,0.000548,0.000151,0.000567,1.90E-05,7.60E-05,5.70E-05,3.80E-05,1.90E-05,3.80E-05,5.70E-05,0.000246,1.90E-05,3.80E-05,0.000227,1.90E-05,7.60E-05,7.60E-05,1.90E-05,5.70E-05,7.60E-05,1.90E-05,7.60E-05,5.70E-05,3.80E-05,9.50E-05,9.50E-05,5.70E-05,3.80E-05,0.708935,9.50E-05,1.90E-05,3.80E-05,3.80E-05,3.80E-05,7.60E-05,7.60E-05,0.000151,7.60E-05,0.000132,1.90E-05,1.90E-05,7.60E-05,1.90E-05,1.90E-05,0.708935,9.50E-05,1.90E-05,5.70E-05,5.70E-05,7.60E-05,3.80E-05,7.60E-05,3.80E-05,0.000113,5.70E-05,0.000151,9.50E-05,5.70E-05,7.60E-05,0.000151,0.708935,0.708935,0.000151,1.90E-05,3.80E-05,9.50E-05,1.90E-05,0.00017,0.708935,1.90E-05,0.00017,9.50E-05,0.000132,5.70E-05,3.80E-05,3.80E-05,0.000624,1.90E-05,3.80E-05,5.70E-05,0.000189,1.90E-05,3.80E-05,9.50E-05,0.708935,1.90E-05,0.708935,9.50E-05,3.80E-05,7.60E-05,0.000151,3.80E-05,0.708935,7.60E-05,5.70E-05,5.70E-05,5.70E-05,0.001399,3.80E-05,5.70E-05,3.80E-05,7.60E-05,1.90E-05,succ
我是木匠皇帝,0.000752,0.000161,0.000349,0.000161,0.000806,5.40E-05,0.001371,2.70E-05,0.000188,0.000537,0.000188,2.70E-05,0.000322,0.000242,0.000296,0.000134,8.10E-05,0.000161,2.70E-05,0.000511,0.000349,5.40E-05,0.000134,0.000349,8.10E-05,8.10E-05,8.10E-05,0.000322,8.10E-05,5.40E-05,0.000484,0.706807,5.40E-05,0.000107,2.70E-05,2.70E-05,0.000107,0.000134,2.70E-05,0.000161,0.000296,0.000107,5.40E-05,8.10E-05,2.70E-05,5.40E-05,0.706807,0.000537,0.706807,0.000296,5.40E-05,8.10E-05,0.001639,8.10E-05,0.000215,5.40E-05,0.000269,8.10E-05,8.10E-05,0.000107,0.000699,0.000779,2.70E-05,0.000107,0.001854,0.002284,5.40E-05,2.70E-05,2.70E-05,2.70E-05,0.000215,2.70E-05,0.706807,0.000188,8.10E-05,2.70E-05,0.000188,2.70E-05,8.10E-05,0.000107,0.706807,0.000107,0.000107,2.70E-05,2.70E-05,5.40E-05,0.706807,5.40E-05,0.000779,0.000376,2.70E-05,0.706807,0.000296,2.70E-05,2.70E-05,8.10E-05,0.706807,0.706807,0.706807,2.70E-05,0.706807,0.000161,2.70E-05,0.706807,8.10E-05,2.70E-05,0.706807,0.000296,0.706807,0.706807,2.70E-05,0.706807,0.706807,2.70E-05,5.40E-05,2.70E-05,5.40E-05,0.000457,2.70E-05,0.000134,0.001639,0.000161,0.000215,0.000188,0.706807,0.706807,5.40E-05,8.10E-05,8.10E-05,0.000161,2.70E-05,5.40E-05,5.40E-05,2.70E-05,0.000349,0.000161,2.70E-05,0.000188,8.10E-05,5.40E-05,0.000188,2.70E-05,0.000107,0.706807,2.70E-05,0.000242,2.70E-05,0.000134,0.000161,5.40E-05,0.706807,8.10E-05,0.000188,2.70E-05,2.70E-05,2.70E-05,0.000242,2.70E-05,8.10E-05,0.706807,2.70E-05,0.706807,2.70E-05,0.000134,0.706807,0.706807,0.000107,2.70E-05,0.706807,2.70E-05,0.706807,8.10E-05,5.40E-05,0.000376,5.40E-05,8.10E-05,0.000161,0.000242,2.70E-05,5.40E-05,0.706807,0.706807,0.706807,2.70E-05,0.000349,2.70E-05,0.000107,0.000107,8.10E-05,0.706807,8.10E-05,8.10E-05,5.40E-05,8.10E-05,0.002123,0.000215,5.40E-05,5.40E-05,8.10E-05,0.706807,succ
我是秦二世,0.001576,0.000203,4.50E-05,0.000158,0.00027,0.000315,4.50E-05,2.30E-05,0.000158,2.30E-05,0.698284,0.000135,0.000315,0.000135,0.000743,0.000135,0.000135,9.00E-05,0.698284,0.000113,2.30E-05,0.00027,9.00E-05,0.00027,2.30E-05,0.000158,0.000203,0.000158,0.000113,0.000698,6.80E-05,9.00E-05,0.000315,0.000135,9.00E-05,0.000113,0.000135,9.00E-05,0.000158,0.000203,6.80E-05,0.000383,2.30E-05,0.00018,0.000248,0.000113,0.001126,2.30E-05,0.000428,6.80E-05,0.000203,0.00018,0.001328,2.30E-05,9.00E-05,0.698284,0.000135,9.00E-05,0.00054,0.00018,2.30E-05,0.000203,2.30E-05,0.000158,2.30E-05,0.698284,2.30E-05,2.30E-05,6.80E-05,9.00E-05,2.30E-05,2.30E-05,6.80E-05,6.80E-05,2.30E-05,6.80E-05,0.698284,0.00018,4.50E-05,0.698284,0.698284,4.50E-05,2.30E-05,2.30E-05,9.00E-05,6.80E-05,0.698284,6.80E-05,2.30E-05,2.30E-05,0.000113,0.698284,2.30E-05,4.50E-05,9.00E-05,4.50E-05,2.30E-05,0.698284,0.698284,9.00E-05,0.698284,0.000113,2.30E-05,0.00018,0.698284,6.80E-05,0.698284,0.698284,2.30E-05,4.50E-05,9.00E-05,0.698284,6.80E-05,2.30E-05,2.30E-05,9.00E-05,0.000135,0.000743,2.30E-05,2.30E-05,0.001328,2.30E-05,6.80E-05,0.000135,2.30E-05,0.698284,0.698284,9.00E-05,2.30E-05,0.000495,0.000113,0.005426,4.50E-05,2.30E-05,2.30E-05,0.000495,2.30E-05,4.50E-05,6.80E-05,2.30E-05,2.30E-05,9.00E-05,4.50E-05,0.698284,2.30E-05,2.30E-05,4.50E-05,6.80E-05,6.80E-05,4.50E-05,2.30E-05,0.00018,0.698284,9.00E-05,4.50E-05,4.50E-05,0.698284,0.698284,0.698284,0.698284,2.30E-05,6.80E-05,9.00E-05,2.30E-05,4.50E-05,2.30E-05,2.30E-05,9.00E-05,0.698284,2.30E-05,0.698284,0.00018,0.000113,2.30E-05,6.80E-05,4.50E-05,0.000113,4.50E-05,2.30E-05,6.80E-05,2.30E-05,0.698284,2.30E-05,0.698284,2.30E-05,2.30E-05,6.80E-05,0.00027,0.698284,0.698284,6.80E-05,0.00018,4.50E-05,2.30E-05,2.30E-05,2.30E-05,2.30E-05,6.80E-05,0.00018,2.30E-05,succ
我为王,0.00062,0.000517,0.000971,0.000331,0.00031,0.000269,0.000496,2.10E-05,0.000145,8.30E-05,0.000517,4.10E-05,0.000351,0.000289,8.30E-05,0.000124,0.000331,0.000145,0.000289,0.000289,2.10E-05,2.10E-05,0.00031,6.20E-05,8.30E-05,8.30E-05,0.000103,0.000186,0.000186,0.000103,4.10E-05,6.20E-05,0.000165,0.000248,0.000103,0.000165,6.20E-05,2.10E-05,0.000165,2.10E-05,0.000186,0.000103,2.10E-05,2.10E-05,0.000186,6.20E-05,0.708341,8.30E-05,2.10E-05,6.20E-05,6.20E-05,6.20E-05,2.10E-05,6.20E-05,0.000289,4.10E-05,0.000785,0.000186,8.30E-05,8.30E-05,6.20E-05,0.001095,4.10E-05,0.000103,0.000744,0.708341,4.10E-05,2.10E-05,0.000145,2.10E-05,4.10E-05,4.10E-05,0.708341,6.20E-05,4.10E-05,4.10E-05,6.20E-05,8.30E-05,0.000124,0.000186,4.10E-05,0.000103,0.000207,8.30E-05,2.10E-05,6.20E-05,2.10E-05,4.10E-05,8.30E-05,6.20E-05,2.10E-05,2.10E-05,2.10E-05,8.30E-05,0.000124,0.000103,4.10E-05,0.708341,2.10E-05,2.10E-05,0.708341,0.000103,2.10E-05,2.10E-05,0.708341,0.000227,6.20E-05,0.708341,8.30E-05,6.20E-05,6.20E-05,0.000331,0.000145,2.10E-05,8.30E-05,8.30E-05,2.10E-05,2.10E-05,2.10E-05,0.000103,2.10E-05,0.000103,2.10E-05,8.30E-05,6.20E-05,2.10E-05,0.708341,2.10E-05,6.20E-05,2.10E-05,0.000124,8.30E-05,2.10E-05,2.10E-05,4.10E-05,0.708341,0.708341,0.000124,2.10E-05,0.708341,4.10E-05,0.000103,6.20E-05,0.000145,0.708341,0.000145,4.10E-05,0.000103,0.708341,2.10E-05,0.708341,0.708341,0.001219,0.000537,6.20E-05,2.10E-05,0.000413,6.20E-05,0.708341,4.10E-05,8.30E-05,6.20E-05,0.000124,2.10E-05,6.20E-05,0.708341,2.10E-05,0.000124,0.708341,0.000145,2.10E-05,0.000702,6.20E-05,0.000558,2.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,6.20E-05,4.10E-05,0.708341,2.10E-05,2.10E-05,6.20E-05,4.10E-05,0.000103,8.30E-05,0.708341,0.708341,0.000165,0.708341,4.10E-05,2.10E-05,0.000971,0.000661,2.10E-05,2.10E-05,4.10E-05,2.10E-05,succ
我要做皇帝,0.000991,0.000365,5.20E-05,0.000235,0.000835,0.000261,0.000157,0.000183,0.00013,0.000235,7.80E-05,0.000104,0.000104,7.80E-05,2.60E-05,0.000183,0.00013,7.80E-05,2.60E-05,0.00013,0.000157,2.60E-05,2.60E-05,0.000183,7.80E-05,0.000104,0.00013,0.000104,0.000157,2.60E-05,2.60E-05,7.80E-05,5.20E-05,0.000104,7.80E-05,0.000104,2.60E-05,0.000157,0.707673,5.20E-05,2.60E-05,2.60E-05,2.60E-05,0.000157,7.80E-05,2.60E-05,0.000183,0.707673,0.00013,0.00013,5.20E-05,7.80E-05,0.001644,0.000157,0.000261,2.60E-05,0.00013,7.80E-05,5.20E-05,2.60E-05,0.707673,0.000574,2.60E-05,2.60E-05,5.20E-05,0.707673,0.00013,0.000104,5.20E-05,0.00013,2.60E-05,0.707673,0.00013,7.80E-05,7.80E-05,0.707673,0.707673,0.000157,0.000157,0.000104,0.707673,7.80E-05,5.20E-05,0.000104,2.60E-05,0.000365,5.20E-05,0.000157,0.000574,2.60E-05,5.20E-05,0.000391,2.60E-05,2.60E-05,5.20E-05,0.707673,7.80E-05,0.707673,0.707673,2.60E-05,2.60E-05,0.00013,5.20E-05,0.000209,7.80E-05,7.80E-05,7.80E-05,2.60E-05,7.80E-05,2.60E-05,2.60E-05,2.60E-05,0.707673,2.60E-05,7.80E-05,2.60E-05,0.000183,0.000183,2.60E-05,7.80E-05,2.60E-05,2.60E-05,0.000183,2.60E-05,0.707673,0.707673,0.707673,0.707673,5.20E-05,5.20E-05,2.60E-05,5.20E-05,2.60E-05,2.60E-05,2.60E-05,5.20E-05,2.60E-05,0.707673,0.000104,0.000157,7.80E-05,2.60E-05,5.20E-05,2.60E-05,7.80E-05,2.60E-05,2.60E-05,0.707673,5.20E-05,2.60E-05,2.60E-05,0.000157,0.707673,0.00013,0.707673,2.60E-05,0.707673,0.707673,0.707673,0.707673,0.707673,0.000183,7.80E-05,2.60E-05,0.707673,7.80E-05,0.001357,5.20E-05,0.707673,2.60E-05,0.000391,0.000157,0.000183,5.20E-05,2.60E-05,2.60E-05,5.20E-05,5.20E-05,2.60E-05,2.60E-05,2.60E-05,2.60E-05,2.60E-05,2.60E-05,0.707673,2.60E-05,0.000104,0.000235,0.707673,0.707673,5.20E-05,0.000157,2.60E-05,0.707673,0.001826,2.60E-05,7.80E-05,2.60E-05,2.60E-05,5.20E-05,succ
我要做首辅,0.000568,0.000275,0.00033,0.000403,0.000238,0.000238,0.000733,5.50E-05,0.000256,0.000421,0.000549,1.80E-05,0.000183,0.000183,9.20E-05,0.000165,0.000128,9.20E-05,3.70E-05,5.50E-05,5.50E-05,5.50E-05,0.000256,0.00011,7.30E-05,7.30E-05,0.000128,0.000128,0.00022,9.20E-05,0.00022,1.80E-05,7.30E-05,9.20E-05,1.80E-05,0.000165,0.000183,7.30E-05,0.00011,0.000238,5.50E-05,0.000165,1.80E-05,5.50E-05,0.000147,5.50E-05,0.71281,0.000366,0.71281,0.000183,1.80E-05,5.50E-05,0.000879,5.50E-05,3.70E-05,0.71281,0.000769,5.50E-05,3.70E-05,3.70E-05,0.00033,1.80E-05,1.80E-05,1.80E-05,0.71281,0.71281,5.50E-05,1.80E-05,0.000128,5.50E-05,1.80E-05,3.70E-05,0.000201,7.30E-05,3.70E-05,3.70E-05,0.000147,5.50E-05,7.30E-05,3.70E-05,0.71281,3.70E-05,1.80E-05,9.20E-05,1.80E-05,3.70E-05,1.80E-05,0.00011,0.000879,0.000183,3.70E-05,0.000275,3.70E-05,1.80E-05,7.30E-05,0.00011,0.71281,0.71281,1.80E-05,1.80E-05,5.50E-05,5.50E-05,5.50E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,3.70E-05,0.000476,9.20E-05,5.50E-05,9.20E-05,0.00011,3.70E-05,0.000128,5.50E-05,3.70E-05,0.000641,7.30E-05,0.00011,0.000879,9.20E-05,5.50E-05,5.50E-05,9.20E-05,7.30E-05,0.71281,3.70E-05,5.50E-05,3.70E-05,0.000128,1.80E-05,7.30E-05,1.80E-05,5.50E-05,0.71281,1.80E-05,3.70E-05,1.80E-05,5.50E-05,5.50E-05,0.71281,0.000147,1.80E-05,0.71281,5.50E-05,9.20E-05,5.50E-05,7.30E-05,1.80E-05,1.80E-05,5.50E-05,7.30E-05,3.70E-05,3.70E-05,0.000201,0.000128,3.70E-05,0.71281,9.20E-05,0.000128,5.50E-05,1.80E-05,1.80E-05,3.70E-05,5.50E-05,7.30E-05,7.30E-05,0.71281,3.70E-05,0.71281,5.50E-05,0.000201,0.000549,0.00011,0.000147,5.50E-05,7.30E-05,1.80E-05,5.50E-05,1.80E-05,1.80E-05,9.20E-05,1.80E-05,5.50E-05,3.70E-05,3.70E-05,5.50E-05,0.71281,3.70E-05,3.70E-05,1.80E-05,3.70E-05,1.80E-05,0.001135,0.000531,3.70E-05,1.80E-05,5.50E-05,1.80E-05,succ
我在乱世有快递,0.00056,0.000436,9.30E-05,0.000156,0.000311,0.000187,0.000404,0.000187,0.000156,0.000373,0.000218,3.10E-05,0.000218,0.000249,6.20E-05,0.000342,0.000187,9.30E-05,9.30E-05,0.000311,6.20E-05,3.10E-05,0.000156,3.10E-05,9.30E-05,9.30E-05,9.30E-05,3.10E-05,0.000404,0.000187,6.20E-05,3.10E-05,3.10E-05,6.20E-05,6.20E-05,9.30E-05,0.000124,9.30E-05,3.10E-05,0.000156,0.000187,0.707366,3.10E-05,0.000249,6.20E-05,3.10E-05,3.10E-05,0.000498,3.10E-05,0.000124,0.005507,6.20E-05,3.10E-05,0.707366,6.20E-05,6.20E-05,3.10E-05,0.000187,9.30E-05,0.000218,0.000249,3.10E-05,3.10E-05,0.000684,0.000404,3.10E-05,9.30E-05,3.10E-05,6.20E-05,3.10E-05,6.20E-05,3.10E-05,0.000218,6.20E-05,9.30E-05,6.20E-05,9.30E-05,0.000716,6.20E-05,0.00028,0.707366,0.000156,0.000156,9.30E-05,3.10E-05,6.20E-05,9.30E-05,6.20E-05,0.000622,3.10E-05,0.000156,0.000716,0.00028,3.10E-05,6.20E-05,0.000124,0.707366,0.707366,0.707366,3.10E-05,0.00056,0.000124,3.10E-05,0.707366,6.20E-05,3.10E-05,3.10E-05,3.10E-05,0.707366,3.10E-05,9.30E-05,0.707366,0.707366,9.30E-05,3.10E-05,9.30E-05,0.000124,0.000716,0.000156,9.30E-05,0.001182,6.20E-05,0.000124,0.000124,0.000156,0.707366,0.707366,0.707366,0.000156,3.10E-05,3.10E-05,0.00056,3.10E-05,3.10E-05,6.20E-05,0.000156,0.000156,3.10E-05,3.10E-05,3.10E-05,9.30E-05,3.10E-05,6.20E-05,0.707366,6.20E-05,3.10E-05,6.20E-05,0.707366,0.707366,3.10E-05,3.10E-05,0.707366,9.30E-05,3.10E-05,6.20E-05,0.000747,6.20E-05,6.20E-05,0.707366,0.707366,3.10E-05,3.10E-05,0.000218,3.10E-05,0.000124,0.707366,3.10E-05,3.10E-05,0.707366,6.20E-05,6.20E-05,0.707366,9.30E-05,0.000684,6.20E-05,6.20E-05,0.000156,0.000156,3.10E-05,9.30E-05,3.10E-05,0.707366,0.707366,0.707366,6.20E-05,6.20E-05,0.000218,9.30E-05,6.20E-05,0.000373,9.30E-05,3.10E-05,3.10E-05,6.20E-05,3.10E-05,0.000249,3.10E-05,3.10E-05,3.10E-05,9.30E-05,unsucc
我在未来修真,0.00063,0.000143,8.60E-05,0.698919,0.000343,2.90E-05,0.000229,8.60E-05,0.000114,8.60E-05,0.000143,0.000143,2.90E-05,8.60E-05,0.000258,0.000114,0.698919,8.60E-05,8.60E-05,0.000114,5.70E-05,5.70E-05,5.70E-05,0.000286,2.90E-05,5.70E-05,0.698919,2.90E-05,0.000716,8.60E-05,0.000229,5.70E-05,2.90E-05,2.90E-05,8.60E-05,0.000744,2.90E-05,2.90E-05,0.698919,0.698919,0.000114,0.000229,2.90E-05,2.90E-05,0.000114,2.90E-05,5.70E-05,0.698919,0.000286,0.000143,0.003635,2.90E-05,0.002318,2.90E-05,0.000258,2.90E-05,8.60E-05,0.000343,0.0002,0.000143,0.698919,0.00063,0.000401,2.90E-05,5.70E-05,0.698919,5.70E-05,0.000172,2.90E-05,0.698919,2.90E-05,2.90E-05,5.70E-05,2.90E-05,2.90E-05,0.698919,5.70E-05,2.90E-05,0.000114,0.000172,5.70E-05,2.90E-05,2.90E-05,2.90E-05,0.000143,5.70E-05,2.90E-05,2.90E-05,0.00063,2.90E-05,0.698919,2.90E-05,2.90E-05,5.70E-05,0.698919,2.90E-05,0.000114,0.698919,0.000401,0.000114,0.000143,5.70E-05,0.000143,0.000258,0.000114,8.60E-05,2.90E-05,0.698919,5.70E-05,0.698919,2.90E-05,0.698919,0.698919,5.70E-05,0.698919,5.70E-05,5.70E-05,0.000315,2.90E-05,0.698919,2.90E-05,5.70E-05,5.70E-05,0.698919,0.698919,0.698919,0.698919,2.90E-05,2.90E-05,2.90E-05,5.70E-05,5.70E-05,0.698919,2.90E-05,2.90E-05,2.90E-05,2.90E-05,2.90E-05,8.60E-05,2.90E-05,2.90E-05,0.000114,2.90E-05,0.698919,0.698919,0.002318,2.90E-05,0.698919,0.698919,2.90E-05,2.90E-05,2.90E-05,0.000114,0.000114,2.90E-05,2.90E-05,0.698919,0.000143,0.698919,0.698919,0.698919,2.90E-05,2.90E-05,2.90E-05,0.698919,0.698919,5.70E-05,2.90E-05,0.698919,0.698919,2.90E-05,2.90E-05,2.90E-05,2.90E-05,2.90E-05,2.90E-05,0.000114,8.60E-05,0.698919,5.70E-05,2.90E-05,0.698919,8.60E-05,2.90E-05,0.698919,2.90E-05,2.90E-05,0.000114,2.90E-05,0.698919,0.000343,2.90E-05,2.90E-05,5.70E-05,0.000916,2.90E-05,0.000114,5.70E-05,5.70E-05,0.698919,unsucc
